Id,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
722,0<=X<200,6,all_paid,education,433,>=1000,<1,4,female_div/dep/mar,none,2,life_insurance,24,bank,rent,1,skilled,2,none,yes,bad
723,<0,12,existing_paid,new_car,1228,<100,1<=X<4,4,female_div/dep/mar,none,2,real_estate,24,none,own,1,unskilled_resident,1,none,yes,bad
724,0<=X<200,9,existing_paid,radio/tv,790,500<=X<1000,1<=X<4,4,female_div/dep/mar,none,3,real_estate,66,none,own,1,unskilled_resident,1,none,yes,good
725,no_checking,27,existing_paid,new_car,2570,<100,1<=X<4,3,female_div/dep/mar,none,3,real_estate,21,none,rent,1,skilled,1,none,yes,bad
726,no_checking,6,critical/other_existing_credit,new_car,250,>=1000,1<=X<4,2,female_div/dep/mar,none,2,real_estate,41,bank,own,2,unskilled_resident,1,none,yes,good
727,no_checking,15,critical/other_existing_credit,radio/tv,1316,500<=X<1000,1<=X<4,2,male_mar/wid,none,2,life_insurance,47,none,own,2,unskilled_resident,1,none,yes,good
728,<0,18,existing_paid,radio/tv,1882,<100,1<=X<4,4,female_div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad
729,0<=X<200,48,all_paid,business,6416,<100,>=7,4,female_div/dep/mar,none,3,no_known_property,59,none,rent,1,skilled,1,none,yes,bad
730,>=200,24,critical/other_existing_credit,business,1275,>=1000,1<=X<4,2,male_div/sep,none,4,real_estate,36,none,own,2,skilled,1,yes,yes,good
731,0<=X<200,24,delayed_previously,radio/tv,6403,<100,<1,1,male_single,none,2,car,33,none,own,1,skilled,1,none,yes,good
732,<0,24,existing_paid,radio/tv,1987,<100,1<=X<4,2,male_single,none,4,real_estate,21,none,rent,1,unskilled_resident,2,none,yes,bad
733,0<=X<200,8,existing_paid,radio/tv,760,<100,4<=X<7,4,female_div/dep/mar,guarantor,2,real_estate,44,none,own,1,unskilled_resident,1,none,yes,good
734,no_checking,24,existing_paid,used_car,2603,>=1000,1<=X<4,2,female_div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
735,no_checking,4,critical/other_existing_credit,new_car,3380,<100,4<=X<7,1,female_div/dep/mar,none,1,real_estate,37,none,own,1,skilled,2,none,yes,good
736,0<=X<200,36,all_paid,domestic_appliance,3990,no_known_savings,<1,3,female_div/dep/mar,none,2,no_known_property,29,bank,own,1,unemp/unskilled_non_res,1,none,yes,good
737,0<=X<200,24,existing_paid,used_car,11560,<100,1<=X<4,1,female_div/dep/mar,none,4,car,23,none,rent,2,high_qualif/self_emp/mgmt,1,none,yes,bad
738,<0,18,existing_paid,new_car,4380,100<=X<500,1<=X<4,3,male_single,none,4,car,35,none,own,1,unskilled_resident,2,yes,yes,good
739,no_checking,6,critical/other_existing_credit,new_car,6761,<100,4<=X<7,1,male_single,none,3,no_known_property,45,none,own,2,high_qualif/self_emp/mgmt,2,yes,yes,good
740,0<=X<200,30,no_credits/all_paid,business,4280,100<=X<500,1<=X<4,4,female_div/dep/mar,none,4,car,26,none,rent,2,unskilled_resident,1,none,yes,bad
741,<0,24,all_paid,new_car,2325,100<=X<500,4<=X<7,2,male_single,none,3,car,32,bank,own,1,skilled,1,none,yes,good
742,0<=X<200,10,all_paid,radio/tv,1048,<100,1<=X<4,4,male_single,none,4,real_estate,23,stores,own,1,unskilled_resident,1,none,yes,good
743,no_checking,21,existing_paid,radio/tv,3160,no_known_savings,>=7,4,male_single,none,3,life_insurance,41,none,own,1,skilled,1,yes,yes,good
744,<0,24,all_paid,furniture/equipment,2483,500<=X<1000,1<=X<4,4,male_single,none,4,real_estate,22,stores,own,1,skilled,1,yes,yes,good
745,<0,39,critical/other_existing_credit,furniture/equipment,14179,no_known_savings,4<=X<7,4,male_single,none,4,life_insurance,30,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
746,<0,13,critical/other_existing_credit,business,1797,<100,<1,3,male_single,none,1,life_insurance,28,bank,own,2,unskilled_resident,1,none,yes,good
747,<0,15,existing_paid,new_car,2511,<100,unemployed,1,female_div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,good
748,<0,12,existing_paid,new_car,1274,<100,<1,3,female_div/dep/mar,none,1,real_estate,37,none,own,1,unskilled_resident,1,none,yes,bad
749,no_checking,21,existing_paid,used_car,5248,no_known_savings,1<=X<4,1,male_single,none,3,car,26,none,own,1,skilled,1,none,yes,good
750,no_checking,15,existing_paid,used_car,3029,<100,4<=X<7,2,male_single,none,2,car,33,none,own,1,skilled,1,none,yes,good
751,<0,6,existing_paid,furniture/equipment,428,<100,>=7,2,female_div/dep/mar,none,1,life_insurance,49,bank,own,1,skilled,1,yes,yes,good
752,<0,18,existing_paid,new_car,976,<100,<1,1,female_div/dep/mar,none,2,car,23,none,own,1,unskilled_resident,1,none,yes,bad
753,0<=X<200,12,existing_paid,business,841,100<=X<500,4<=X<7,2,female_div/dep/mar,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,good
754,no_checking,30,critical/other_existing_credit,radio/tv,5771,<100,4<=X<7,4,female_div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,good
755,no_checking,12,delayed_previously,repairs,1555,>=1000,>=7,4,male_single,none,4,no_known_property,55,none,for_free,2,skilled,2,none,yes,bad
756,<0,24,existing_paid,new_car,1285,no_known_savings,4<=X<7,4,female_div/dep/mar,none,4,no_known_property,32,none,rent,1,skilled,1,none,yes,bad
757,>=200,6,critical/other_existing_credit,new_car,1299,<100,1<=X<4,1,male_single,none,1,real_estate,74,none,own,3,unemp/unskilled_non_res,2,none,no,good
758,>=200,15,critical/other_existing_credit,radio/tv,1271,no_known_savings,1<=X<4,3,male_single,none,4,no_known_property,39,none,for_free,2,skilled,1,yes,yes,bad
759,no_checking,24,existing_paid,new_car,1393,<100,1<=X<4,2,male_single,guarantor,2,real_estate,31,none,own,1,skilled,1,yes,yes,good
760,<0,12,critical/other_existing_credit,new_car,691,<100,>=7,4,male_single,none,3,life_insurance,35,none,own,2,skilled,1,none,yes,bad
761,no_checking,15,critical/other_existing_credit,new_car,5045,no_known_savings,>=7,1,female_div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,good
762,<0,18,critical/other_existing_credit,furniture/equipment,2124,<100,1<=X<4,4,female_div/dep/mar,none,4,real_estate,24,none,rent,2,skilled,1,none,yes,bad
763,<0,12,existing_paid,radio/tv,2214,<100,1<=X<4,4,male_single,none,3,life_insurance,24,none,own,1,unskilled_resident,1,none,yes,good
764,no_checking,21,critical/other_existing_credit,new_car,12680,no_known_savings,>=7,4,male_single,none,4,no_known_property,30,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
765,no_checking,24,critical/other_existing_credit,new_car,2463,100<=X<500,4<=X<7,4,male_mar/wid,none,3,life_insurance,27,none,own,2,skilled,1,yes,yes,good
766,0<=X<200,12,existing_paid,radio/tv,1155,<100,>=7,3,male_mar/wid,guarantor,3,real_estate,40,bank,own,2,unskilled_resident,1,none,yes,good
767,<0,30,existing_paid,furniture/equipment,3108,<100,<1,2,male_div/sep,none,4,life_insurance,31,none,own,1,unskilled_resident,1,none,yes,bad
768,no_checking,10,existing_paid,used_car,2901,no_known_savings,<1,1,female_div/dep/mar,none,4,real_estate,31,none,rent,1,skilled,1,none,yes,good
769,0<=X<200,12,critical/other_existing_credit,furniture/equipment,3617,<100,>=7,1,male_single,none,4,car,28,none,rent,3,skilled,1,yes,yes,good
770,no_checking,12,critical/other_existing_credit,radio/tv,1655,<100,>=7,2,male_single,none,4,real_estate,63,none,own,2,unskilled_resident,1,yes,yes,good
771,<0,24,existing_paid,used_car,2812,no_known_savings,>=7,2,female_div/dep/mar,none,4,real_estate,26,none,rent,1,skilled,1,none,yes,good
772,<0,36,critical/other_existing_credit,education,8065,<100,1<=X<4,3,female_div/dep/mar,none,2,no_known_property,25,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
773,no_checking,21,critical/other_existing_credit,used_car,3275,<100,>=7,1,male_single,none,4,car,36,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
774,no_checking,24,critical/other_existing_credit,radio/tv,2223,100<=X<500,>=7,4,male_single,none,4,life_insurance,52,bank,own,2,skilled,1,none,yes,good
775,>=200,12,critical/other_existing_credit,new_car,1480,500<=X<1000,unemployed,2,male_single,none,4,no_known_property,66,bank,for_free,3,unemp/unskilled_non_res,1,none,yes,good
776,<0,24,existing_paid,new_car,1371,no_known_savings,1<=X<4,4,female_div/dep/mar,none,4,real_estate,25,none,rent,1,skilled,1,none,yes,bad
777,no_checking,36,critical/other_existing_credit,new_car,3535,<100,4<=X<7,4,male_single,none,4,car,37,none,own,2,skilled,1,yes,yes,good
778,<0,18,existing_paid,radio/tv,3509,<100,4<=X<7,4,female_div/dep/mar,guarantor,1,real_estate,25,none,own,1,skilled,1,none,yes,good
779,no_checking,36,critical/other_existing_credit,used_car,5711,>=1000,>=7,4,male_single,none,2,car,38,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
780,0<=X<200,18,existing_paid,repairs,3872,<100,unemployed,2,female_div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,good
781,0<=X<200,39,critical/other_existing_credit,radio/tv,4933,<100,4<=X<7,2,male_single,guarantor,2,real_estate,25,none,own,2,skilled,1,none,yes,bad
782,no_checking,24,critical/other_existing_credit,new_car,1940,>=1000,>=7,4,male_single,none,4,real_estate,60,none,own,1,skilled,1,yes,yes,good
783,0<=X<200,12,no_credits/all_paid,retraining,1410,<100,1<=X<4,2,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,1,yes,yes,good
784,0<=X<200,12,existing_paid,new_car,836,100<=X<500,<1,4,female_div/dep/mar,none,2,life_insurance,23,bank,own,1,unskilled_resident,1,none,yes,bad
785,0<=X<200,20,existing_paid,used_car,6468,no_known_savings,unemployed,1,male_div/sep,none,4,real_estate,60,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
786,0<=X<200,18,existing_paid,business,1941,>=1000,1<=X<4,4,male_single,none,2,life_insurance,35,none,own,1,unskilled_resident,1,yes,yes,good
787,no_checking,22,existing_paid,radio/tv,2675,500<=X<1000,>=7,3,male_single,none,4,car,40,none,own,1,skilled,1,none,yes,good
788,no_checking,48,critical/other_existing_credit,used_car,2751,no_known_savings,>=7,4,male_single,none,3,car,38,none,own,2,skilled,2,yes,yes,good
789,0<=X<200,48,delayed_previously,education,6224,<100,>=7,4,male_single,none,4,no_known_property,50,none,for_free,1,skilled,1,none,yes,bad
790,<0,40,critical/other_existing_credit,education,5998,<100,1<=X<4,4,male_single,none,3,no_known_property,27,bank,own,1,skilled,1,yes,yes,bad
791,0<=X<200,21,existing_paid,business,1188,<100,>=7,2,female_div/dep/mar,none,4,life_insurance,39,none,own,1,skilled,2,none,yes,bad
792,no_checking,24,existing_paid,used_car,6313,no_known_savings,>=7,3,male_single,none,4,car,41,none,own,1,high_qualif/self_emp/mgmt,2,yes,yes,good
793,no_checking,6,critical/other_existing_credit,furniture/equipment,1221,no_known_savings,1<=X<4,1,male_mar/wid,none,2,life_insurance,27,none,own,2,skilled,1,none,yes,good
794,>=200,24,existing_paid,furniture/equipment,2892,<100,>=7,3,male_div/sep,none,4,no_known_property,51,none,for_free,1,skilled,1,none,yes,good
795,no_checking,24,existing_paid,furniture/equipment,3062,500<=X<1000,>=7,4,male_single,none,3,no_known_property,32,none,rent,1,skilled,1,yes,yes,good
796,no_checking,9,existing_paid,furniture/equipment,2301,100<=X<500,<1,2,female_div/dep/mar,none,4,life_insurance,22,none,rent,1,skilled,1,none,yes,good
797,<0,18,existing_paid,used_car,7511,no_known_savings,>=7,1,male_single,none,4,life_insurance,51,none,for_free,1,skilled,2,yes,yes,bad
798,no_checking,12,critical/other_existing_credit,furniture/equipment,1258,<100,<1,2,female_div/dep/mar,none,4,life_insurance,22,none,rent,2,unskilled_resident,1,none,yes,good
799,no_checking,24,delayed_previously,new_car,717,no_known_savings,>=7,4,male_mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,good
800,0<=X<200,9,existing_paid,new_car,1549,no_known_savings,<1,4,male_single,none,2,real_estate,35,none,own,1,unemp/unskilled_non_res,1,none,yes,good
801,no_checking,24,critical/other_existing_credit,education,1597,<100,>=7,4,male_single,none,4,no_known_property,54,none,for_free,2,skilled,2,none,yes,good
802,0<=X<200,18,critical/other_existing_credit,radio/tv,1795,<100,>=7,3,female_div/dep/mar,guarantor,4,real_estate,48,bank,rent,2,unskilled_resident,1,yes,yes,good
803,<0,20,critical/other_existing_credit,furniture/equipment,4272,<100,>=7,1,female_div/dep/mar,none,4,life_insurance,24,none,own,2,skilled,1,none,yes,good
804,no_checking,12,critical/other_existing_credit,radio/tv,976,no_known_savings,>=7,4,male_single,none,4,car,35,none,own,2,skilled,1,none,yes,good
805,0<=X<200,12,existing_paid,new_car,7472,no_known_savings,unemployed,1,female_div/dep/mar,none,2,real_estate,24,none,rent,1,unemp/unskilled_non_res,1,none,yes,good
806,<0,36,existing_paid,new_car,9271,<100,4<=X<7,2,male_single,none,1,car,24,none,own,1,skilled,1,yes,yes,bad
807,0<=X<200,6,existing_paid,radio/tv,590,<100,<1,3,male_mar/wid,none,3,real_estate,26,none,own,1,unskilled_resident,1,none,no,good
808,no_checking,12,critical/other_existing_credit,radio/tv,930,no_known_savings,>=7,4,male_single,none,4,real_estate,65,none,own,4,skilled,1,none,yes,good
809,0<=X<200,42,all_paid,used_car,9283,<100,unemployed,1,male_single,none,2,no_known_property,55,bank,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
810,0<=X<200,15,no_credits/all_paid,new_car,1778,<100,<1,2,female_div/dep/mar,none,1,real_estate,26,none,rent,2,unemp/unskilled_non_res,1,none,yes,bad
811,0<=X<200,8,existing_paid,business,907,<100,<1,3,male_mar/wid,none,2,real_estate,26,none,own,1,skilled,1,yes,yes,good
812,0<=X<200,6,existing_paid,radio/tv,484,<100,4<=X<7,3,male_mar/wid,guarantor,3,real_estate,28,bank,own,1,unskilled_resident,1,none,yes,good
813,<0,36,critical/other_existing_credit,used_car,9629,<100,4<=X<7,4,male_single,none,4,car,24,none,own,2,skilled,1,yes,yes,bad
814,<0,48,existing_paid,domestic_appliance,3051,<100,1<=X<4,3,male_single,none,4,car,54,none,own,1,skilled,1,none,yes,bad
815,<0,48,existing_paid,new_car,3931,<100,4<=X<7,4,male_single,none,4,no_known_property,46,none,for_free,1,skilled,2,none,yes,bad
816,0<=X<200,36,delayed_previously,new_car,7432,<100,1<=X<4,2,female_div/dep/mar,none,2,life_insurance,54,none,rent,1,skilled,1,none,yes,good
817,no_checking,6,existing_paid,domestic_appliance,1338,500<=X<1000,1<=X<4,1,male_div/sep,none,4,real_estate,62,none,own,1,skilled,1,none,yes,good
818,no_checking,6,critical/other_existing_credit,radio/tv,1554,<100,4<=X<7,1,female_div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,good
819,<0,36,existing_paid,other,15857,<100,unemployed,2,male_div/sep,co_applicant,3,car,43,none,own,1,high_qualif/self_emp/mgmt,1,none,yes,good
820,<0,18,existing_paid,radio/tv,1345,<100,1<=X<4,4,male_mar/wid,none,3,real_estate,26,bank,own,1,skilled,1,none,yes,bad
821,no_checking,12,existing_paid,new_car,1101,<100,1<=X<4,3,male_mar/wid,none,2,real_estate,27,none,own,2,skilled,1,yes,yes,good
822,>=200,12,existing_paid,radio/tv,3016,<100,1<=X<4,3,male_mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,good
823,<0,36,existing_paid,furniture/equipment,2712,<100,>=7,2,male_single,none,2,life_insurance,41,bank,own,1,skilled,2,none,yes,bad
824,<0,8,critical/other_existing_credit,new_car,731,<100,>=7,4,male_single,none,4,real_estate,47,none,own,2,unskilled_resident,1,none,yes,good
825,no_checking,18,critical/other_existing_credit,furniture/equipment,3780,<100,<1,3,male_div/sep,none,2,car,35,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
826,<0,21,critical/other_existing_credit,new_car,1602,<100,>=7,4,male_mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,good
827,<0,18,critical/other_existing_credit,new_car,3966,<100,>=7,1,female_div/dep/mar,none,4,real_estate,33,bank,rent,3,skilled,1,yes,yes,bad
828,no_checking,18,no_credits/all_paid,business,4165,<100,1<=X<4,2,male_single,none,2,car,36,stores,own,2,skilled,2,none,yes,bad
829,<0,36,existing_paid,used_car,8335,no_known_savings,>=7,3,male_single,none,4,no_known_property,47,none,for_free,1,skilled,1,none,yes,bad
830,0<=X<200,48,delayed_previously,business,6681,no_known_savings,1<=X<4,4,male_single,none,4,no_known_property,38,none,for_free,1,skilled,2,yes,yes,good
831,no_checking,24,delayed_previously,business,2375,500<=X<1000,1<=X<4,4,male_single,none,2,car,44,none,own,2,skilled,2,yes,yes,good
832,<0,18,existing_paid,new_car,1216,<100,<1,4,female_div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,bad
833,<0,45,no_credits/all_paid,business,11816,<100,>=7,2,male_single,none,4,car,29,none,rent,2,skilled,1,none,yes,bad
834,0<=X<200,24,existing_paid,radio/tv,5084,no_known_savings,>=7,2,female_div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,good
835,>=200,15,existing_paid,radio/tv,2327,<100,<1,2,female_div/dep/mar,none,3,real_estate,25,none,own,1,unskilled_resident,1,none,yes,bad
836,<0,12,no_credits/all_paid,new_car,1082,<100,1<=X<4,4,male_single,none,4,car,48,bank,own,2,skilled,1,none,yes,bad
837,no_checking,12,existing_paid,radio/tv,886,no_known_savings,1<=X<4,4,female_div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,good
838,no_checking,4,existing_paid,furniture/equipment,601,<100,<1,1,female_div/dep/mar,none,3,real_estate,23,none,rent,1,unskilled_resident,2,none,yes,good
839,<0,24,critical/other_existing_credit,used_car,2957,<100,>=7,4,male_single,none,4,life_insurance,63,none,own,2,skilled,1,yes,yes,good
840,no_checking,24,critical/other_existing_credit,radio/tv,2611,<100,>=7,4,male_mar/wid,co_applicant,3,real_estate,46,none,own,2,skilled,1,none,yes,good
841,<0,36,existing_paid,furniture/equipment,5179,<100,4<=X<7,4,male_single,none,2,life_insurance,29,none,own,1,skilled,1,none,yes,bad
842,no_checking,21,delayed_previously,used_car,2993,<100,1<=X<4,3,male_single,none,2,real_estate,28,stores,own,2,unskilled_resident,1,none,yes,good
843,no_checking,18,existing_paid,repairs,1943,<100,<1,4,female_div/dep/mar,none,4,real_estate,23,none,own,1,skilled,1,none,yes,bad
844,no_checking,24,all_paid,business,1559,<100,4<=X<7,4,male_single,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
845,no_checking,18,existing_paid,furniture/equipment,3422,<100,>=7,4,male_single,none,4,life_insurance,47,bank,own,3,skilled,2,yes,yes,good
846,0<=X<200,21,existing_paid,furniture/equipment,3976,no_known_savings,4<=X<7,2,male_single,none,3,car,35,none,own,1,skilled,1,yes,yes,good
847,no_checking,18,existing_paid,new_car,6761,no_known_savings,1<=X<4,2,male_single,none,4,car,68,none,rent,2,skilled,1,none,yes,bad
848,no_checking,24,existing_paid,new_car,1249,<100,<1,4,male_mar/wid,none,2,real_estate,28,none,own,1,skilled,1,none,yes,good
849,<0,9,existing_paid,radio/tv,1364,<100,4<=X<7,3,male_single,none,4,real_estate,59,none,own,1,skilled,1,none,yes,good
850,<0,12,existing_paid,radio/tv,709,<100,>=7,4,male_single,none,4,real_estate,57,stores,own,1,unskilled_resident,1,none,yes,bad
851,<0,20,critical/other_existing_credit,new_car,2235,<100,1<=X<4,4,male_mar/wid,guarantor,2,life_insurance,33,bank,rent,2,skilled,1,none,no,bad
852,no_checking,24,critical/other_existing_credit,used_car,4042,no_known_savings,4<=X<7,3,male_single,none,4,life_insurance,43,none,own,2,skilled,1,yes,yes,good
853,no_checking,15,critical/other_existing_credit,radio/tv,1471,<100,1<=X<4,4,male_single,none,4,no_known_property,35,none,for_free,2,skilled,1,yes,yes,good
854,<0,18,all_paid,new_car,1442,<100,4<=X<7,4,male_single,none,4,no_known_property,32,none,for_free,2,unskilled_resident,2,none,yes,bad
855,no_checking,36,delayed_previously,new_car,10875,<100,>=7,2,male_single,none,2,car,45,none,own,2,skilled,2,yes,yes,good
856,no_checking,24,existing_paid,new_car,1474,100<=X<500,<1,4,male_mar/wid,none,3,real_estate,33,none,own,1,skilled,1,yes,yes,good
857,no_checking,10,existing_paid,retraining,894,no_known_savings,4<=X<7,4,female_div/dep/mar,none,3,life_insurance,40,none,own,1,skilled,1,yes,yes,good
858,no_checking,15,critical/other_existing_credit,furniture/equipment,3343,<100,1<=X<4,4,male_single,none,2,no_known_property,28,none,for_free,1,skilled,1,yes,yes,good
859,<0,15,existing_paid,new_car,3959,<100,1<=X<4,3,female_div/dep/mar,none,2,life_insurance,29,none,own,1,skilled,1,yes,yes,bad
860,no_checking,9,existing_paid,new_car,3577,100<=X<500,1<=X<4,1,male_single,guarantor,2,real_estate,26,none,rent,1,skilled,2,none,no,good
861,no_checking,24,critical/other_existing_credit,used_car,5804,>=1000,1<=X<4,4,male_single,none,2,real_estate,27,none,own,2,skilled,1,none,yes,good
862,no_checking,18,delayed_previously,business,2169,<100,1<=X<4,4,male_mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,bad
863,<0,24,existing_paid,radio/tv,2439,<100,<1,4,female_div/dep/mar,none,4,real_estate,35,none,own,1,skilled,1,yes,yes,bad
864,no_checking,27,critical/other_existing_credit,furniture/equipment,4526,>=1000,<1,4,male_single,none,2,real_estate,32,stores,own,2,unskilled_resident,2,yes,yes,good
865,no_checking,10,existing_paid,furniture/equipment,2210,<100,1<=X<4,2,male_single,none,2,real_estate,25,bank,rent,1,unskilled_resident,1,none,yes,bad
866,no_checking,15,existing_paid,furniture/equipment,2221,500<=X<1000,1<=X<4,2,female_div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,good
867,<0,18,existing_paid,radio/tv,2389,<100,<1,4,female_div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,good
868,no_checking,12,critical/other_existing_credit,furniture/equipment,3331,<100,>=7,2,male_single,none,4,life_insurance,42,stores,own,1,skilled,1,none,yes,good
869,no_checking,36,existing_paid,business,7409,no_known_savings,>=7,3,male_single,none,2,life_insurance,37,none,own,2,skilled,1,none,yes,good
870,<0,12,existing_paid,furniture/equipment,652,<100,>=7,4,female_div/dep/mar,none,4,life_insurance,24,none,rent,1,skilled,1,none,yes,good
871,no_checking,36,delayed_previously,furniture/equipment,7678,500<=X<1000,4<=X<7,2,female_div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,good
872,>=200,6,critical/other_existing_credit,new_car,1343,<100,>=7,1,male_single,none,4,real_estate,46,none,own,2,skilled,2,none,no,good
873,<0,24,critical/other_existing_credit,business,1382,100<=X<500,4<=X<7,4,male_single,none,1,real_estate,26,none,own,2,skilled,1,yes,yes,good
874,no_checking,15,existing_paid,domestic_appliance,874,no_known_savings,<1,4,female_div/dep/mar,none,1,real_estate,24,none,own,1,skilled,1,none,yes,good
875,<0,12,existing_paid,furniture/equipment,3590,<100,1<=X<4,2,male_single,co_applicant,2,life_insurance,29,none,own,1,unskilled_resident,2,none,yes,good
876,0<=X<200,11,critical/other_existing_credit,new_car,1322,>=1000,1<=X<4,4,female_div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,good
877,<0,18,all_paid,radio/tv,1940,<100,<1,3,male_single,co_applicant,4,no_known_property,36,bank,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
878,no_checking,36,existing_paid,radio/tv,3595,<100,>=7,4,male_single,none,2,car,28,none,own,1,skilled,1,none,yes,good
879,<0,9,existing_paid,new_car,1422,<100,<1,3,male_single,none,2,no_known_property,27,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
880,no_checking,30,critical/other_existing_credit,radio/tv,6742,no_known_savings,4<=X<7,2,male_single,none,3,life_insurance,36,none,own,2,skilled,1,none,yes,good
881,no_checking,24,existing_paid,used_car,7814,<100,4<=X<7,3,male_single,none,3,car,38,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
882,no_checking,24,existing_paid,used_car,9277,no_known_savings,1<=X<4,2,male_div/sep,none,4,no_known_property,48,none,for_free,1,skilled,1,yes,yes,good
883,0<=X<200,30,critical/other_existing_credit,new_car,2181,no_known_savings,>=7,4,male_single,none,4,real_estate,36,none,own,2,skilled,1,none,yes,good
884,no_checking,18,critical/other_existing_credit,radio/tv,1098,<100,unemployed,4,female_div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled_non_res,1,none,yes,good
885,0<=X<200,24,existing_paid,furniture/equipment,4057,<100,4<=X<7,3,male_div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,bad
886,<0,12,existing_paid,education,795,<100,<1,4,female_div/dep/mar,none,4,life_insurance,53,none,own,1,skilled,1,none,yes,bad
887,0<=X<200,24,critical/other_existing_credit,business,2825,no_known_savings,4<=X<7,4,male_single,none,3,no_known_property,34,none,own,2,skilled,2,yes,yes,good
888,0<=X<200,48,existing_paid,business,15672,<100,1<=X<4,2,male_single,none,2,car,23,none,own,1,skilled,1,yes,yes,bad
889,no_checking,36,critical/other_existing_credit,new_car,6614,<100,>=7,4,male_single,none,4,car,34,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
890,no_checking,28,all_paid,used_car,7824,no_known_savings,<1,3,male_single,guarantor,4,real_estate,40,bank,rent,2,skilled,2,yes,yes,good
891,<0,27,critical/other_existing_credit,business,2442,<100,>=7,4,male_single,none,4,car,43,stores,own,4,high_qualif/self_emp/mgmt,2,yes,yes,good
892,no_checking,15,critical/other_existing_credit,radio/tv,1829,<100,>=7,4,male_single,none,4,car,46,none,own,2,skilled,1,yes,yes,good
893,<0,12,critical/other_existing_credit,new_car,2171,<100,1<=X<4,4,male_single,none,4,life_insurance,38,bank,own,2,unskilled_resident,1,none,no,good
894,0<=X<200,36,critical/other_existing_credit,used_car,5800,<100,1<=X<4,3,male_single,none,4,car,34,none,own,2,skilled,1,yes,yes,good
895,no_checking,18,critical/other_existing_credit,radio/tv,1169,no_known_savings,1<=X<4,4,male_single,none,3,life_insurance,29,none,own,2,skilled,1,yes,yes,good
896,no_checking,36,delayed_previously,used_car,8947,no_known_savings,4<=X<7,3,male_single,none,2,car,31,stores,own,1,high_qualif/self_emp/mgmt,2,yes,yes,good
897,<0,21,existing_paid,radio/tv,2606,<100,<1,4,female_div/dep/mar,none,4,life_insurance,28,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,good
898,no_checking,12,critical/other_existing_credit,furniture/equipment,1592,>=1000,4<=X<7,3,female_div/dep/mar,none,2,life_insurance,35,none,own,1,skilled,1,none,no,good
899,no_checking,15,existing_paid,furniture/equipment,2186,no_known_savings,4<=X<7,1,female_div/dep/mar,none,4,real_estate,33,bank,rent,1,unskilled_resident,1,none,yes,good
900,<0,18,existing_paid,furniture/equipment,4153,<100,1<=X<4,2,male_single,co_applicant,3,car,42,none,own,1,skilled,1,none,yes,bad
901,<0,16,critical/other_existing_credit,new_car,2625,<100,>=7,2,male_single,guarantor,4,life_insurance,43,bank,rent,1,skilled,1,yes,yes,bad
902,no_checking,20,critical/other_existing_credit,new_car,3485,no_known_savings,<1,2,male_div/sep,none,4,real_estate,44,none,own,2,skilled,1,yes,yes,good
903,no_checking,36,critical/other_existing_credit,used_car,10477,no_known_savings,>=7,2,male_single,none,4,no_known_property,42,none,for_free,2,skilled,1,none,yes,good
